character_name,url,gender
Jim Taylor (Earth-616),https://marvel.fandom.com/wiki/Jim_Taylor_(Earth-616),Male
John C. Wilson (Earth-616),https://marvel.fandom.com/wiki/John_C._Wilson_(Earth-616),Male
John Greycrow (Earth-616),https://marvel.fandom.com/wiki/John_Greycrow_(Earth-616),Male
"John Howlett, Jr. (Earth-4011)","https://marvel.fandom.com/wiki/John_Howlett,_Jr._(Earth-4011)",
John Kelly (Earth-616),https://marvel.fandom.com/wiki/John_Kelly_(Earth-616),Male
John Lopez (Earth-616),https://marvel.fandom.com/wiki/John_Lopez_(Earth-616),Male
John McIver (Earth-616),https://marvel.fandom.com/wiki/John_McIver_(Earth-616),Male
John Ostrum (Earth-50701),https://marvel.fandom.com/wiki/John_Ostrum_(Earth-50701),Male
John Proudstar (Earth-616),https://marvel.fandom.com/wiki/John_Proudstar_(Earth-616),Male
John Proudstar (Earth-1100),https://marvel.fandom.com/wiki/John_Proudstar_(Earth-1100),Male
John Robert Keane (Earth-616),https://marvel.fandom.com/wiki/John_Robert_Keane_(Earth-616),Male
John Steele (American Soldier) (Earth-616),https://marvel.fandom.com/wiki/John_Steele_(American_Soldier)_(Earth-616),Male
John Watkins (Earth-616),https://marvel.fandom.com/wiki/John_Watkins_(Earth-616),Male
John Watkins III (Earth-616),https://marvel.fandom.com/wiki/John_Watkins_III_(Earth-616),Male
John Zander (Earth-616),https://marvel.fandom.com/wiki/John_Zander_(Earth-616),Male
Johnathon Blaze (Earth-616),https://marvel.fandom.com/wiki/Johnathon_Blaze_(Earth-616),Male
Johnathon Blaze (Earth-30847),https://marvel.fandom.com/wiki/Johnathon_Blaze_(Earth-30847),Male
Johnathon Gallo (Earth-616),https://marvel.fandom.com/wiki/Johnathon_Gallo_(Earth-616),Male
Johnny Dee (Earth-616),https://marvel.fandom.com/wiki/Johnny_Dee_(Earth-616),Male
Johnny Wakely (Earth-616),https://marvel.fandom.com/wiki/Johnny_Wakely_(Earth-616),Male
Jon Kasiya (Earth-616),https://marvel.fandom.com/wiki/Jon_Kasiya_(Earth-616),Male
Jonas Graymalkin (Earth-616),https://marvel.fandom.com/wiki/Jonas_Graymalkin_(Earth-616),Male
Jonathan Juniper (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Juniper_(Earth-616),Male
Jonathan Logan (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Logan_(Earth-616),Male
Jonathan Raven (Earth-691),https://marvel.fandom.com/wiki/Jonathan_Raven_(Earth-691),Male
Jonathan Storm (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-616),Male
Jonathan Storm (Earth-721),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-721),Male
Jonathan Storm (Earth-1610),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-1610),Male
Jonathan Storm (Earth-50701),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-50701),Male
Jonathan Walker (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Walker_(Earth-616),Male
Jormungand (Earth-616),https://marvel.fandom.com/wiki/Jormungand_(Earth-616),Male
Joseph Calhoun (Earth-616),https://marvel.fandom.com/wiki/Joseph_Calhoun_(Earth-616),Male
Joseph Cartelli (Earth-616),https://marvel.fandom.com/wiki/Joseph_Cartelli_(Earth-616),Male
Joseph Chapman (Earth-616),https://marvel.fandom.com/wiki/Joseph_Chapman_(Earth-616),Male
Joseph Hogan (Earth-616),https://marvel.fandom.com/wiki/Joseph_Hogan_(Earth-616),Male
Joseph Manfredi (Earth-616),https://marvel.fandom.com/wiki/Joseph_Manfredi_(Earth-616),Male
Joseph Smith (Earth-616),https://marvel.fandom.com/wiki/Joseph_Smith_(Earth-616),Male
Joseph Timms (Earth-616),https://marvel.fandom.com/wiki/Joseph_Timms_(Earth-616),Male
Josephine Pulaski (Earth-616),https://marvel.fandom.com/wiki/Josephine_Pulaski_(Earth-616),Female
Joshua Farkas (Earth-616),https://marvel.fandom.com/wiki/Joshua_Farkas_(Earth-616),Male
Joshua Guthrie (Earth-616),https://marvel.fandom.com/wiki/Joshua_Guthrie_(Earth-616),Male
Joss Shappe (Earth-616),https://marvel.fandom.com/wiki/Joss_Shappe_(Earth-616),Male
Joyce Delaney (Earth-616),https://marvel.fandom.com/wiki/Joyce_Delaney_(Earth-616),Female
Juan-Carlos Sánchez (Earth-616),https://marvel.fandom.com/wiki/Juan-Carlos_S%C3%A1nchez_(Earth-616),Male
Jubilation Lee (Earth-616),https://marvel.fandom.com/wiki/Jubilation_Lee_(Earth-616),Female
Julia Carpenter (Earth-616),https://marvel.fandom.com/wiki/Julia_Carpenter_(Earth-616),Female
Julian Keller (Earth-616),https://marvel.fandom.com/wiki/Julian_Keller_(Earth-616),Male
Julie Power (Earth-616),https://marvel.fandom.com/wiki/Julie_Power_(Earth-616),Female
Juliette D'Angelo (Earth-616),https://marvel.fandom.com/wiki/Juliette_D%27Angelo_(Earth-616),Female
Julio Richter (Earth-616),https://marvel.fandom.com/wiki/Julio_Richter_(Earth-616),Male
Julius Mullarkey (Earth-616),https://marvel.fandom.com/wiki/Julius_Mullarkey_(Earth-616),Male
Jumbo Carnation (Earth-616),https://marvel.fandom.com/wiki/Jumbo_Carnation_(Earth-616),Male
KalAOL (Earth-3131),https://marvel.fandom.com/wiki/KalAOL_(Earth-3131),Male
Kamal el Alaoui (Earth-616),https://marvel.fandom.com/wiki/Kamal_el_Alaoui_(Earth-616),Male
Kamala Khan (Earth-616),https://marvel.fandom.com/wiki/Kamala_Khan_(Earth-616),Female
Karen Page (Earth-616),https://marvel.fandom.com/wiki/Karen_Page_(Earth-616),Female
Karl Morgenthau (Earth-616),https://marvel.fandom.com/wiki/Karl_Morgenthau_(Earth-616),Male
Karn (Earth-001),https://marvel.fandom.com/wiki/Karn_(Earth-001),Male
Karolina Dean (Earth-616),https://marvel.fandom.com/wiki/Karolina_Dean_(Earth-616),Female
Kateri Deseronto (Earth-616),https://marvel.fandom.com/wiki/Kateri_Deseronto_(Earth-616),Female
Katherine Pryde (Earth-1610),https://marvel.fandom.com/wiki/Katherine_Pryde_(Earth-1610),Female
Kathleen Dare (Earth-616),https://marvel.fandom.com/wiki/Kathleen_Dare_(Earth-616),Female
Katrina van Horn (Earth-616),https://marvel.fandom.com/wiki/Katrina_van_Horn_(Earth-616),Female
Katu Kath (Earth-616),https://marvel.fandom.com/wiki/Katu_Kath_(Earth-616),Male
Keith Kraft (Earth-616),https://marvel.fandom.com/wiki/Keith_Kraft_(Earth-616),Male
Kelly Kooliq (Earth-616),https://marvel.fandom.com/wiki/Kelly_Kooliq_(Earth-616),Female
Ken Mack (Earth-616),https://marvel.fandom.com/wiki/Ken_Mack_(Earth-616),Male
Kenneth Crichton (Earth-616),https://marvel.fandom.com/wiki/Kenneth_Crichton_(Earth-616),Male
Kenneth Ellis (Earth-616),https://marvel.fandom.com/wiki/Kenneth_Ellis_(Earth-616),Male
Kenneth Hale (Earth-616),https://marvel.fandom.com/wiki/Kenneth_Hale_(Earth-616),Male
Kenneth McFarlane (Earth-1610),https://marvel.fandom.com/wiki/Kenneth_McFarlane_(Earth-1610),Male
Kevin Connor (Earth-616),https://marvel.fandom.com/wiki/Kevin_Connor_(Earth-616),Male
Kevin Ford (Earth-616),https://marvel.fandom.com/wiki/Kevin_Ford_(Earth-616),Male
Kevin Leonardo (Earth-616),https://marvel.fandom.com/wiki/Kevin_Leonardo_(Earth-616),Male
Kevin Marlow (Earth-616),https://marvel.fandom.com/wiki/Kevin_Marlow_(Earth-616),Male
Kevin Masterson (Earth-616),https://marvel.fandom.com/wiki/Kevin_Masterson_(Earth-616),Male
Kevin Plunder (Earth-616),https://marvel.fandom.com/wiki/Kevin_Plunder_(Earth-616),Male
Kevin Sidney (Earth-616),https://marvel.fandom.com/wiki/Kevin_Sidney_(Earth-616),Male
Khafre (Earth-616),https://marvel.fandom.com/wiki/Khafre_(Earth-616),Male
Khaos (Earth-9339),https://marvel.fandom.com/wiki/Khaos_(Earth-9339),Male
KhLΘG (Earth-616),https://marvel.fandom.com/wiki/KhL%CE%98G_(Earth-616),Agender
Kiden Nixon (Earth-616),https://marvel.fandom.com/wiki/Kiden_Nixon_(Earth-616),Female
Kim Il Sung (Earth-616),https://marvel.fandom.com/wiki/Kim_Il_Sung_(Earth-616),Male
Kimora (Earth-616),https://marvel.fandom.com/wiki/Kimora_(Earth-616),Male
Kimura (Earth-616),https://marvel.fandom.com/wiki/Kimura_(Earth-616),Female
King Cadaver (Earth-616),https://marvel.fandom.com/wiki/King_Cadaver_(Earth-616),Male
Kioshi Keishicho (Earth-616),https://marvel.fandom.com/wiki/Kioshi_Keishicho_(Earth-616),Male
Kirigi (Earth-616),https://marvel.fandom.com/wiki/Kirigi_(Earth-616),Male
Kirika Yashida (Earth-295),https://marvel.fandom.com/wiki/Kirika_Yashida_(Earth-295),Female
Kirov Petrovna (Earth-616),https://marvel.fandom.com/wiki/Kirov_Petrovna_(Earth-616),Male
Kl'rt (Earth-616),https://marvel.fandom.com/wiki/Kl%27rt_(Earth-616),Male
Kl'rt (Earth-30847),https://marvel.fandom.com/wiki/Kl%27rt_(Earth-30847),Male
Klara Prast (Earth-616),https://marvel.fandom.com/wiki/Klara_Prast_(Earth-616),Female
Klaus Voorhees (Earth-616),https://marvel.fandom.com/wiki/Klaus_Voorhees_(Earth-616),Male
Kodiak Noatak (Earth-616),https://marvel.fandom.com/wiki/Kodiak_Noatak_(Earth-616),Male
Korrek (Earth-616),https://marvel.fandom.com/wiki/Korrek_(Earth-616),Male
Korvus Rook'shir (Earth-616),https://marvel.fandom.com/wiki/Korvus_Rook%27shir_(Earth-616),Male
Krang (Earth-616),https://marvel.fandom.com/wiki/Krang_(Earth-616),Male
Kristine Watson (Earth-616),https://marvel.fandom.com/wiki/Kristine_Watson_(Earth-616),Female
Kulla (Earth-616),https://marvel.fandom.com/wiki/Kulla_(Earth-616),Male
Kurrgo (Earth-616),https://marvel.fandom.com/wiki/Kurrgo_(Earth-616),Male
Kurt Darkhölme (Earth-295),https://marvel.fandom.com/wiki/Kurt_Darkh%C3%B6lme_(Earth-295),Male
Kurt Gerhardt (Earth-616),https://marvel.fandom.com/wiki/Kurt_Gerhardt_(Earth-616),Male
Kurt Wagner (Earth-1610),https://marvel.fandom.com/wiki/Kurt_Wagner_(Earth-1610),Male
Kwannon (Earth-616),https://marvel.fandom.com/wiki/Kwannon_(Earth-616),Female
Kyknos (Earth-616),https://marvel.fandom.com/wiki/Kyknos_(Earth-616),Male
Kyle Gibney (Earth-616),https://marvel.fandom.com/wiki/Kyle_Gibney_(Earth-616),Male
Kyle Jinadu (Earth-616),https://marvel.fandom.com/wiki/Kyle_Jinadu_(Earth-616),Male
Kyllian Boddicker (Earth-616),https://marvel.fandom.com/wiki/Kyllian_Boddicker_(Earth-616),Male
Lancaster Sneed (Earth-616),https://marvel.fandom.com/wiki/Lancaster_Sneed_(Earth-616),Male
Lani Ubanu (Earth-616),https://marvel.fandom.com/wiki/Lani_Ubanu_(Earth-616),Female
Larry Ekler (Earth-616),https://marvel.fandom.com/wiki/Larry_Ekler_(Earth-616),Male
Larry Scott (Earth-616),https://marvel.fandom.com/wiki/Larry_Scott_(Earth-616),Male
Laslo Pevely (Earth-616),https://marvel.fandom.com/wiki/Laslo_Pevely_(Earth-616),Male
Laura Kinney (Earth-616),https://marvel.fandom.com/wiki/Laura_Kinney_(Earth-616),Female
Laura Kinney (Earth-30847),https://marvel.fandom.com/wiki/Laura_Kinney_(Earth-30847),Female
Lavinia LeBlanc (Earth-616),https://marvel.fandom.com/wiki/Lavinia_LeBlanc_(Earth-616),Female
Lawrence Chesney (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Chesney_(Earth-616),Male
Lawrence Rambow (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Rambow_(Earth-616),Male
Lawrence Young (Earth-616),https://marvel.fandom.com/wiki/Lawrence_Young_(Earth-616),Male
Laynia Petrovna (Earth-616),https://marvel.fandom.com/wiki/Laynia_Petrovna_(Earth-616),Female
Leash (Earth-616),https://marvel.fandom.com/wiki/Leash_(Earth-616),Female
Lee Portman (Earth-616),https://marvel.fandom.com/wiki/Lee_Portman_(Earth-616),Male
Lee Price (Earth-616),https://marvel.fandom.com/wiki/Lee_Price_(Earth-616),Male
Leeann Foreman (Earth-616),https://marvel.fandom.com/wiki/Leeann_Foreman_(Earth-616),Female
Leech (Earth-616),https://marvel.fandom.com/wiki/Leech_(Earth-616),Male
Leiko Tanaka (Earth-616),https://marvel.fandom.com/wiki/Leiko_Tanaka_(Earth-616),Female
Leiko Wu (Earth-616),https://marvel.fandom.com/wiki/Leiko_Wu_(Earth-616),Female
Leila Davis (Earth-616),https://marvel.fandom.com/wiki/Leila_Davis_(Earth-616),Female
Leir (Earth-616),https://marvel.fandom.com/wiki/Leir_(Earth-616),Male
Leland Owlsley (Earth-616),https://marvel.fandom.com/wiki/Leland_Owlsley_(Earth-616),Male
Lemar Hoskins (Earth-616),https://marvel.fandom.com/wiki/Lemar_Hoskins_(Earth-616),Male
Leonard McKenzie (Earth-616),https://marvel.fandom.com/wiki/Leonard_McKenzie_(Earth-616),Male
Leonard Tippit (Multiverse),https://marvel.fandom.com/wiki/Leonard_Tippit_(Multiverse),Male
Leper Queen (Earth-616),https://marvel.fandom.com/wiki/Leper_Queen_(Earth-616),Female
Leslie Anne Shappe (Earth-616),https://marvel.fandom.com/wiki/Leslie_Anne_Shappe_(Earth-616),Female
Leyu Yoshida (Earth-616),https://marvel.fandom.com/wiki/Leyu_Yoshida_(Earth-616),Female
Lila Cheney (Earth-616),https://marvel.fandom.com/wiki/Lila_Cheney_(Earth-616),Female
Lilith Drake (Earth-616),https://marvel.fandom.com/wiki/Lilith_Drake_(Earth-616),Female
Lillian Crawley (Earth-616),https://marvel.fandom.com/wiki/Lillian_Crawley_(Earth-616),Female
Lily Cromwell (Earth-616),https://marvel.fandom.com/wiki/Lily_Cromwell_(Earth-616),Female
Lincoln Brickford (Earth-616),https://marvel.fandom.com/wiki/Lincoln_Brickford_(Earth-616),Male
Linda Littletrees (Earth-616),https://marvel.fandom.com/wiki/Linda_Littletrees_(Earth-616),Female
Linda McQuillan (Earth-238),https://marvel.fandom.com/wiki/Linda_McQuillan_(Earth-238),
Litterbug (Earth-616),https://marvel.fandom.com/wiki/Litterbug_(Earth-616),Male
Lloyd Bloch (Earth-616),https://marvel.fandom.com/wiki/Lloyd_Bloch_(Earth-616),Male
Llyra Morris (Earth-616),https://marvel.fandom.com/wiki/Llyra_Morris_(Earth-616),Female
Lockjaw (Earth-616),https://marvel.fandom.com/wiki/Lockjaw_(Earth-616),Male
Lois London (Earth-616),https://marvel.fandom.com/wiki/Lois_London_(Earth-616),Female
Longshot (Mojoverse),https://marvel.fandom.com/wiki/Longshot_(Mojoverse),Male
Lorina Dodson (Earth-616),https://marvel.fandom.com/wiki/Lorina_Dodson_(Earth-616),Female
Lorna Dane (Earth-616),https://marvel.fandom.com/wiki/Lorna_Dane_(Earth-616),Female
Louis Dexter (Earth-616),https://marvel.fandom.com/wiki/Louis_Dexter_(Earth-616),Male
"Louis Sadler, Jr. (Earth-616)","https://marvel.fandom.com/wiki/Louis_Sadler,_Jr._(Earth-616)",
Louise Grant (Earth-616),https://marvel.fandom.com/wiki/Louise_Grant_(Earth-616),Female
Lucas Bishop (Earth-1191),https://marvel.fandom.com/wiki/Lucas_Bishop_(Earth-1191),Male
Lucas Brand (Earth-616),https://marvel.fandom.com/wiki/Lucas_Brand_(Earth-616),Male
Lucas Jackson (Earth-616),https://marvel.fandom.com/wiki/Lucas_Jackson_(Earth-616),Male
Lucia Callasantos (Earth-616),https://marvel.fandom.com/wiki/Lucia_Callasantos_(Earth-616),Female
Lucian (Deviant) (Earth-616),https://marvel.fandom.com/wiki/Lucian_(Deviant)_(Earth-616),Male
Luis Alvarez (Earth-616),https://marvel.fandom.com/wiki/Luis_Alvarez_(Earth-616),Male
Lumina (Earth-616),https://marvel.fandom.com/wiki/Lumina_(Earth-616),Female
Luna Maximoff (Earth-616),https://marvel.fandom.com/wiki/Luna_Maximoff_(Earth-616),Female
Lunatik (Mercenary) (Earth-616),https://marvel.fandom.com/wiki/Lunatik_(Mercenary)_(Earth-616),Male
Lunatik (Tyrk Fragment) (Earth-616),https://marvel.fandom.com/wiki/Lunatik_(Tyrk_Fragment)_(Earth-616),Male
Lupa (Savage Land Mutate) (Earth-616),https://marvel.fandom.com/wiki/Lupa_(Savage_Land_Mutate)_(Earth-616),Female
Lupo (Earth-616),https://marvel.fandom.com/wiki/Lupo_(Earth-616),Male
Lurking Unknown (Earth-616),https://marvel.fandom.com/wiki/Lurking_Unknown_(Earth-616),Male
Luther Robinson (Earth-616),https://marvel.fandom.com/wiki/Luther_Robinson_(Earth-616),Male
Lyja (Earth-616),https://marvel.fandom.com/wiki/Lyja_(Earth-616),Female
Lynn Michaels (Earth-616),https://marvel.fandom.com/wiki/Lynn_Michaels_(Earth-616),Female
Lynne Harris (Earth-616),https://marvel.fandom.com/wiki/Lynne_Harris_(Earth-616),Female
Lynx (Earth-616),https://marvel.fandom.com/wiki/Lynx_(Earth-616),Female
Lyra (Earth-8009),https://marvel.fandom.com/wiki/Lyra_(Earth-8009),Female
M'Baku (Earth-616),https://marvel.fandom.com/wiki/M%27Baku_(Earth-616),Male
M'Nai (Earth-616),https://marvel.fandom.com/wiki/M%27Nai_(Earth-616),Male
MacDonald Gargan (Earth-616),https://marvel.fandom.com/wiki/MacDonald_Gargan_(Earth-616),Male
Mace (Earth-616),https://marvel.fandom.com/wiki/Mace_(Earth-616),Male
Madcap (Earth-616),https://marvel.fandom.com/wiki/Madcap_(Earth-616),Male
Madeline Berry (Earth-616),https://marvel.fandom.com/wiki/Madeline_Berry_(Earth-616),Female
Madison Jeffries (Earth-616),https://marvel.fandom.com/wiki/Madison_Jeffries_(Earth-616),Male
Maggott (Japheth) (Earth-616),https://marvel.fandom.com/wiki/Maggott_(Japheth)_(Earth-616),Male
Magique (Earth-616),https://marvel.fandom.com/wiki/Magique_(Earth-616),Female
Magni Thorson (Earth-3515),https://marvel.fandom.com/wiki/Magni_Thorson_(Earth-3515),Male
Mahkizmo (Earth-74101),https://marvel.fandom.com/wiki/Mahkizmo_(Earth-74101),Male
Maht Pacle (Earth-616),https://marvel.fandom.com/wiki/Maht_Pacle_(Earth-616),Male
Makkari (Earth-616),https://marvel.fandom.com/wiki/Makkari_(Earth-616),Female
Mangog (Earth-616),https://marvel.fandom.com/wiki/Mangog_(Earth-616),Male
Manta (Earth-616),https://marvel.fandom.com/wiki/Manta_(Earth-616),Female
Manticore (Criminal) (Earth-616),https://marvel.fandom.com/wiki/Manticore_(Criminal)_(Earth-616),Male
Manuel Eloganto (Earth-616),https://marvel.fandom.com/wiki/Manuel_Eloganto_(Earth-616),Male
Marc Spector (Earth-616),https://marvel.fandom.com/wiki/Marc_Spector_(Earth-616),Male
Marco Delgado (Earth-616),https://marvel.fandom.com/wiki/Marco_Delgado_(Earth-616),Male
Marcus Andrews (Earth-616),https://marvel.fandom.com/wiki/Marcus_Andrews_(Earth-616),Male
Marcus Daniels (Earth-616),https://marvel.fandom.com/wiki/Marcus_Daniels_(Earth-616),Male
Marcus Kang XXIII (Earth-6311),https://marvel.fandom.com/wiki/Marcus_Kang_XXIII_(Earth-6311),Male
Maria Callasantos (Earth-616),https://marvel.fandom.com/wiki/Maria_Callasantos_(Earth-616),Female
Maria de Guadalupe Santiago (Earth-616),https://marvel.fandom.com/wiki/Maria_de_Guadalupe_Santiago_(Earth-616),Female
Maria Petrova (Earth-50701),https://marvel.fandom.com/wiki/Maria_Petrova_(Earth-50701),Female
Maria Stark (Earth-616),https://marvel.fandom.com/wiki/Maria_Stark_(Earth-616),Female
Marian Carlyle (Earth-1610),https://marvel.fandom.com/wiki/Marian_Carlyle_(Earth-1610),Female
Marian Pouncy (Earth-616),https://marvel.fandom.com/wiki/Marian_Pouncy_(Earth-616),Female
Marianne Rodgers (Earth-616),https://marvel.fandom.com/wiki/Marianne_Rodgers_(Earth-616),Female
Mariano Lopez (Earth-616),https://marvel.fandom.com/wiki/Mariano_Lopez_(Earth-616),Male
Marie-Ange Colbert (Earth-616),https://marvel.fandom.com/wiki/Marie-Ange_Colbert_(Earth-616),Female
Mariko Yashida (Earth-2109),https://marvel.fandom.com/wiki/Mariko_Yashida_(Earth-2109),Female
Mark Hallett (Earth-616),https://marvel.fandom.com/wiki/Mark_Hallett_(Earth-616),Male
Mark Todd (Earth-616),https://marvel.fandom.com/wiki/Mark_Todd_(Earth-616),Male
Markus Ettlinger (Earth-616),https://marvel.fandom.com/wiki/Markus_Ettlinger_(Earth-616),Male
Marlene Alraune (Earth-616),https://marvel.fandom.com/wiki/Marlene_Alraune_(Earth-616),Female
Marrow (Sarah) (Earth-616),https://marvel.fandom.com/wiki/Marrow_(Sarah)_(Earth-616),Female
Marsha Rosenberg (Earth-616),https://marvel.fandom.com/wiki/Marsha_Rosenberg_(Earth-616),Female
Marshall Stone III (Earth-616),https://marvel.fandom.com/wiki/Marshall_Stone_III_(Earth-616),Male
Martha Gomes (Earth-616),https://marvel.fandom.com/wiki/Martha_Gomes_(Earth-616),Female
Martha Johansson (Earth-616),https://marvel.fandom.com/wiki/Martha_Johansson_(Earth-616),Female
Martha Paterson (Earth-616),https://marvel.fandom.com/wiki/Martha_Paterson_(Earth-616),Female
Martin Blank (Earth-616),https://marvel.fandom.com/wiki/Martin_Blank_(Earth-616),Male
Martin Simon Burns (Earth-616),https://marvel.fandom.com/wiki/Martin_Simon_Burns_(Earth-616),Male
Marvin Flumm (Earth-616),https://marvel.fandom.com/wiki/Marvin_Flumm_(Earth-616),Male
Mary Jane Watson (Earth-616),https://marvel.fandom.com/wiki/Mary_Jane_Watson_(Earth-616),Female
Mary Jane Watson (Earth-18119),https://marvel.fandom.com/wiki/Mary_Jane_Watson_(Earth-18119),Female
Mary MacPherran (Earth-616),https://marvel.fandom.com/wiki/Mary_MacPherran_(Earth-616),Female
Mary Zero (Mary) (Earth-616),https://marvel.fandom.com/wiki/Mary_Zero_(Mary)_(Earth-616),Female
Masque (Earth-616),https://marvel.fandom.com/wiki/Masque_(Earth-616),Male
Max Lohmer (Earth-616),https://marvel.fandom.com/wiki/Max_Lohmer_(Earth-616),Male
Maximillian Zaran (Earth-616),https://marvel.fandom.com/wiki/Maximillian_Zaran_(Earth-616),Male
Maximus Jensen (Earth-616),https://marvel.fandom.com/wiki/Maximus_Jensen_(Earth-616),Male
Maxwell Dillon (Earth-616),https://marvel.fandom.com/wiki/Maxwell_Dillon_(Earth-616),Male
Maxwell Dillon (Earth-1610),https://marvel.fandom.com/wiki/Maxwell_Dillon_(Earth-1610),Male
Maxwell Markham (Earth-616),https://marvel.fandom.com/wiki/Maxwell_Markham_(Earth-616),Male
May Parker (Earth-982),https://marvel.fandom.com/wiki/May_Parker_(Earth-982),Female
Maybelle Parker (Earth-616),https://marvel.fandom.com/wiki/Maybelle_Parker_(Earth-616),Female
Maybelle Parker (Earth-1610),https://marvel.fandom.com/wiki/Maybelle_Parker_(Earth-1610),Female
Megan Gwynn (Earth-616),https://marvel.fandom.com/wiki/Megan_Gwynn_(Earth-616),Female
Meggan Puceanu (Earth-616),https://marvel.fandom.com/wiki/Meggan_Puceanu_(Earth-616),Female
Melati Kusuma (Earth-616),https://marvel.fandom.com/wiki/Melati_Kusuma_(Earth-616),Female
Melina Vostokoff (Earth-616),https://marvel.fandom.com/wiki/Melina_Vostokoff_(Earth-616),Female
Melissa Gold (Earth-616),https://marvel.fandom.com/wiki/Melissa_Gold_(Earth-616),Female
Melody Jacobs (Earth-616),https://marvel.fandom.com/wiki/Melody_Jacobs_(Earth-616),Female
Meltdown (Russian) (Earth-616),https://marvel.fandom.com/wiki/Meltdown_(Russian)_(Earth-616),Male
Melvin Potter (Earth-616),https://marvel.fandom.com/wiki/Melvin_Potter_(Earth-616),Male
Melvin Potter (Earth-1610),https://marvel.fandom.com/wiki/Melvin_Potter_(Earth-1610),Male
Mercedes Wilson (Earth-616),https://marvel.fandom.com/wiki/Mercedes_Wilson_(Earth-616),Female
Mesmero (Vincent) (Earth-616),https://marvel.fandom.com/wiki/Mesmero_(Vincent)_(Earth-616),Male
Micah Synn (Earth-616),https://marvel.fandom.com/wiki/Micah_Synn_(Earth-616),Male
Michael Badilino (Earth-616),https://marvel.fandom.com/wiki/Michael_Badilino_(Earth-616),Male
Michael Baer (Earth-616),https://marvel.fandom.com/wiki/Michael_Baer_(Earth-616),Male
Michael Farrel (Earth-616),https://marvel.fandom.com/wiki/Michael_Farrel_(Earth-616),Male
Michael Keane (Earth-616),https://marvel.fandom.com/wiki/Michael_Keane_(Earth-616),Male
Michael Marko (Earth-616),https://marvel.fandom.com/wiki/Michael_Marko_(Earth-616),Male
Michael O'Brien (Earth-616),https://marvel.fandom.com/wiki/Michael_O%27Brien_(Earth-616),Male
Michael Pointer (Earth-616),https://marvel.fandom.com/wiki/Michael_Pointer_(Earth-616),Male
Michael Silk (Earth-616),https://marvel.fandom.com/wiki/Michael_Silk_(Earth-616),Male
Michael Van Patrick (Clone) (Earth-616),https://marvel.fandom.com/wiki/Michael_Van_Patrick_(Clone)_(Earth-616),Male
Michael Van Patrick (Earth-616),https://marvel.fandom.com/wiki/Michael_Van_Patrick_(Earth-616),Male
Michael Van Patrick (KIA) (Earth-616),https://marvel.fandom.com/wiki/Michael_Van_Patrick_(KIA)_(Earth-616),Male
Michael Van Patrick (Michael) (Earth-616),https://marvel.fandom.com/wiki/Michael_Van_Patrick_(Michael)_(Earth-616),Male
Michael Van Patrick (Patrick) (Earth-616),https://marvel.fandom.com/wiki/Michael_Van_Patrick_(Patrick)_(Earth-616),Male
Michael Van Patrick (Van) (Earth-616),https://marvel.fandom.com/wiki/Michael_Van_Patrick_(Van)_(Earth-616),Male
Mickey Tork (Earth-616),https://marvel.fandom.com/wiki/Mickey_Tork_(Earth-616),Male
Miek (Earth-616),https://marvel.fandom.com/wiki/Miek_(Earth-616),Male
Miguel Santos (Earth-616),https://marvel.fandom.com/wiki/Miguel_Santos_(Earth-616),Male
Mikado (Earth-616),https://marvel.fandom.com/wiki/Mikado_(Earth-616),Female
Mikel Fury (Earth-616),https://marvel.fandom.com/wiki/Mikel_Fury_(Earth-616),Male
Mikhail Ursus (Earth-616),https://marvel.fandom.com/wiki/Mikhail_Ursus_(Earth-616),Male
Miles Morales (Earth-1610),https://marvel.fandom.com/wiki/Miles_Morales_(Earth-1610),Male
Milla Donovan (Earth-616),https://marvel.fandom.com/wiki/Milla_Donovan_(Earth-616),Female
Millicent Collins (Earth-616),https://marvel.fandom.com/wiki/Millicent_Collins_(Earth-616),Female
Miranda Leevald (Earth-616),https://marvel.fandom.com/wiki/Miranda_Leevald_(Earth-616),Female
Mister E (Symbiote) (Earth-616),https://marvel.fandom.com/wiki/Mister_E_(Symbiote)_(Earth-616),Agender
Mister X (Earth-616),https://marvel.fandom.com/wiki/Mister_X_(Earth-616),Male
Misty Collins (Earth-616),https://marvel.fandom.com/wiki/Misty_Collins_(Earth-616),Female
Misty Knight (Earth-1610),https://marvel.fandom.com/wiki/Misty_Knight_(Earth-1610),Female
Mitchell Chambers (Earth-616),https://marvel.fandom.com/wiki/Mitchell_Chambers_(Earth-616),Male
Mitchell Tanner (Earth-616),https://marvel.fandom.com/wiki/Mitchell_Tanner_(Earth-616),Male
Mogol (Earth-616),https://marvel.fandom.com/wiki/Mogol_(Earth-616),Male
Molly Hayes (Earth-616),https://marvel.fandom.com/wiki/Molly_Hayes_(Earth-616),Female
Molyb (Earth-616),https://marvel.fandom.com/wiki/Molyb_(Earth-616),Male
